"Fecha","Cierre","Apertura","Máximo","Mínimo","Vol.","% var."
"May 1987","19.38","18.83","20.01","18.73","328.35K","3.47%"
"Abr 1987","18.73","18.76","19.10","17.73","376.22K","-0.53%"
"Mar 1987","18.83","16.27","19.08","16.17","375.63K","13.43%"
"Feb 1987","16.60","18.69","18.71","16.05","290.75K","-11.47%"
"Ene 1987","18.75","17.92","19.43","17.88","264.87K","4.52%"
"Dic 1986","17.94","15.13","18.00","14.88","227.53K","19.60%"
"Nov 1986","15.00","15.17","15.83","14.68","205.98K","-1.77%"
"Oct 1986","15.27","14.81","15.65","13.52","291.59K","3.39%"
"Sep 1986","14.77","16.20","16.56","13.80","188.74K","-7.11%"
"Ago 1986","15.90","11.28","16.50","11.22","255.48K","42.60%"
"Jul 1986","11.15","12.53","13.50","10.65","258.90K","-12.75%"
"Jun 1986","12.78","13.98","14.90","12.50","227.37K","-10.63%"
"May 1986","14.30","13.50","17.20","13.50","273.39K","7.20%"
"Abr 1986","13.34","9.95","14.40","9.75","254.77K","28.02%"
"Mar 1986","10.42","12.85","14.18","10.30","189.35K","-21.42%"
"Feb 1986","13.26","17.93","18.68","12.70","191.78K","-29.58%"
"Ene 1986","18.83","25.85","26.60","18.60","170.59K","-28.40%"
